fra;jour;n_dose1;n_complet;n_rappel;n_2_rappel;n_rappel_biv;n_3_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;n_cum_2_rappel;n_cum_rappel_biv;n_cum_3_rappel;couv_dose1;couv_complet;couv_rappel;couv_2_rappel;couv_rappel_biv;couv_3_rappel
FR;2022-05-26;209;285;1672;1337;0;29;54477433;53569289;39959265;1995398;0;5670;80.3;78.9;58.9;2.9;0.0;0.0
FR;2022-05-27;1383;1660;9000;22321;0;94;54478816;53570949;39968265;2017719;0;5764;80.3;78.9;58.9;3.0;0.0;0.0
FR;2022-05-28;668;843;3965;7200;0;38;54479484;53571792;39972230;2024919;0;5802;80.3;78.9;58.9;3.0;0.0;0.0
FR;2022-05-29;157;200;772;1030;0;4;54479641;53571992;39973002;2025949;0;5806;80.3;78.9;58.9;3.0;0.0;0.0
FR;2022-05-30;1025;1235;7010;19806;0;91;54480666;53573227;39980012;2045755;0;5897;80.3;78.9;58.9;3.0;0.0;0.0
FR;2022-05-31;1489;1630;9637;36285;0;171;54482155;53574857;39989649;2082040;0;6068;80.3;78.9;58.9;3.1;0.0;0.0
FR;2022-06-01;1731;2239;10884;25480;0;121;54483886;53577096;40000533;2107520;0;6189;80.3;78.9;58.9;3.1;0.0;0.0
FR;2022-06-02;1474;1710;10859;36500;0;173;54485360;53578806;40011392;2144020;0;6362;80.3;79.0;59.0;3.2;0.0;0.0
FR;2022-06-03;1724;2036;12753;39983;0;176;54487084;53580842;40024145;2184003;0;6538;80.3;79.0;59.0;3.2;0.0;0.0
FR;2022-06-04;970;1075;5113;9647;0;73;54488054;53581917;40029258;2193650;0;6611;80.3;79.0;59.0;3.2;0.0;0.0
FR;2022-06-05;176;205;884;1228;0;4;54488230;53582122;40030142;2194878;0;6615;80.3;79.0;59.0;3.2;0.0;0.0
FR;2022-06-06;508;1009;2131;1452;0;12;54488738;53583131;40032273;2196330;0;6627;80.3;79.0;59.0;3.2;0.0;0.0
FR;2022-06-07;1396;1776;9427;36808;0;153;54490134;53584907;40041700;2233138;0;6780;80.3;79.0;59.0;3.3;0.0;0.0
FR;2022-06-08;1558;1941;9004;29691;0;112;54491692;53586848;40050704;2262829;0;6892;80.3;79.0;59.0;3.3;0.0;0.0
FR;2022-06-09;1287;1549;10263;40265;0;167;54492979;53588397;40060967;2303094;0;7059;80.3;79.0;59.0;3.4;0.0;0.0
FR;2022-06-10;1626;1983;12623;46131;0;224;54494605;53590380;40073590;2349225;0;7283;80.3;79.0;59.1;3.5;0.0;0.0
FR;2022-06-11;957;1120;5466;12209;0;54;54495562;53591500;40079056;2361434;0;7337;80.3;79.0;59.1;3.5;0.0;0.0
FR;2022-06-12;197;252;1133;1863;0;11;54495759;53591752;40080189;2363297;0;7348;80.3;79.0;59.1;3.5;0.0;0.0
FR;2022-06-13;1086;1330;7261;24092;0;90;54496845;53593082;40087450;2387389;0;7438;80.3;79.0;59.1;3.5;0.0;0.0
FR;2022-06-14;1317;1569;9803;46132;0;200;54498162;53594651;40097253;2433521;0;7638;80.3;79.0;59.1;3.6;0.0;0.0
FR;2022-06-15;1508;1916;8949;31574;0;178;54499670;53596567;40106202;2465095;0;7816;80.3;79.0;59.1;3.6;0.0;0.0
FR;2022-06-16;1179;1262;9318;40935;0;201;54500849;53597829;40115520;2506030;0;8017;80.3;79.0;59.1;3.7;0.0;0.0
FR;2022-06-17;1485;1764;11895;47848;0;239;54502334;53599593;40127415;2553878;0;8256;80.3;79.0;59.1;3.8;0.0;0.0
FR;2022-06-18;854;1032;4498;11718;0;67;54503188;53600625;40131913;2565596;0;8323;80.3;79.0;59.1;3.8;0.0;0.0
FR;2022-06-19;183;208;1130;1701;0;14;54503371;53600833;40133043;2567297;0;8337;80.3;79.0;59.1;3.8;0.0;0.0
FR;2022-06-20;1024;1191;8563;27013;0;153;54504395;53602024;40141606;2594310;0;8490;80.3;79.0;59.2;3.8;0.0;0.0
FR;2022-06-21;1325;1531;9333;51272;0;264;54505720;53603555;40150939;2645582;0;8754;80.3;79.0;59.2;3.9;0.0;0.0
FR;2022-06-22;1387;1786;8415;39993;0;256;54507107;53605341;40159354;2685575;0;9010;80.3;79.0;59.2;4.0;0.0;0.0
FR;2022-06-23;1226;1353;9882;56210;0;320;54508333;53606694;40169236;2741785;0;9330;80.3;79.0;59.2;4.0;0.0;0.0
FR;2022-06-24;1486;1738;12304;70988;0;405;54509819;53608432;40181540;2812773;0;9735;80.3;79.0;59.2;4.1;0.0;0.0
FR;2022-06-25;936;1107;5984;20768;0;176;54510755;53609539;40187524;2833541;0;9911;80.3;79.0;59.2;4.2;0.0;0.0
FR;2022-06-26;229;260;1817;3967;0;39;54510984;53609799;40189341;2837508;0;9950;80.3;79.0;59.2;4.2;0.0;0.0
FR;2022-06-27;1129;1171;9634;49744;0;339;54512113;53610970;40198975;2887252;0;10289;80.3;79.0;59.2;4.3;0.0;0.0
FR;2022-06-28;1454;1577;13082;93138;0;623;54513567;53612547;40212057;2980390;0;10912;80.3;79.0;59.3;4.4;0.0;0.0
FR;2022-06-29;1707;1839;11238;73014;0;548;54515274;53614386;40223295;3053404;0;11460;80.3;79.0;59.3;4.5;0.0;0.0
FR;2022-06-30;1524;1626;12468;97167;0;724;54516798;53616012;40235763;3150571;0;12184;80.3;79.0;59.3;4.6;0.0;0.0
FR;2022-07-01;1989;2299;18845;118563;0;952;54518787;53618311;40254608;3269134;0;13136;80.3;79.0;59.3;4.8;0.0;0.0
FR;2022-07-02;1083;1102;7701;36870;0;342;54519870;53619413;40262309;3306004;0;13478;80.3;79.0;59.3;4.9;0.0;0.0
FR;2022-07-03;290;316;1894;6803;0;78;54520160;53619729;40264203;3312807;0;13556;80.3;79.0;59.3;4.9;0.0;0.0
FR;2022-07-04;1665;2101;12969;81284;0;639;54521825;53621830;40277172;3394091;0;14195;80.3;79.0;59.4;5.0;0.0;0.0
FR;2022-07-05;1710;1757;16005;135526;0;1144;54523535;53623587;40293177;3529617;0;15339;80.3;79.0;59.4;5.2;0.0;0.0
FR;2022-07-06;1818;1826;13637;101128;0;900;54525353;53625413;40306814;3630745;0;16239;80.3;79.0;59.4;5.4;0.0;0.0
FR;2022-07-07;1707;1702;14773;128346;0;1180;54527060;53627115;40321587;3759091;0;17419;80.3;79.0;59.4;5.5;0.0;0.0
FR;2022-07-08;1886;1843;16759;140068;0;1346;54528946;53628958;40338346;3899159;0;18765;80.4;79.0;59.4;5.7;0.0;0.0
FR;2022-07-09;866;871;6683;38763;0;426;54529812;53629829;40345029;3937922;0;19191;80.4;79.0;59.5;5.8;0.0;0.0
FR;2022-07-10;263;291;2124;7392;0;94;54530075;53630120;40347153;3945314;0;19285;80.4;79.0;59.5;5.8;0.0;0.0
FR;2022-07-11;1428;1375;12500;90455;0;801;54531503;53631495;40359653;4035769;0;20086;80.4;79.0;59.5;5.9;0.0;0.0
FR;2022-07-12;1794;1689;16719;146638;0;1604;54533297;53633184;40376372;4182407;0;21690;80.4;79.0;59.5;6.2;0.0;0.0
FR;2022-07-13;1729;1638;13260;96384;0;1080;54535026;53634822;40389632;4278791;0;22770;80.4;79.0;59.5;6.3;0.0;0.0
FR;2022-07-14;183;215;1831;5700;0;82;54535209;53635037;40391463;4284491;0;22852;80.4;79.0;59.5;6.3;0.0;0.0
FR;2022-07-15;1476;1413;12595;86601;0;1034;54536685;53636450;40404058;4371092;0;23886;80.4;79.0;59.5;6.4;0.0;0.0
FR;2022-07-16;617;681;5153;25665;0;327;54537302;53637131;40409211;4396757;0;24213;80.4;79.0;59.5;6.5;0.0;0.0
FR;2022-07-17;177;213;1566;4933;0;66;54537479;53637344;40410777;4401690;0;24279;80.4;79.0;59.5;6.5;0.0;0.0
FR;2022-07-18;1130;1330;9970;63661;0;780;54538609;53638674;40420747;4465351;0;25059;80.4;79.0;59.6;6.6;0.0;0.0
FR;2022-07-19;1415;1380;12290;105860;0;1441;54540024;53640054;40433037;4571211;0;26500;80.4;79.0;59.6;6.7;0.0;0.0
FR;2022-07-20;1416;1451;10728;79138;0;1051;54541440;53641505;40443765;4650349;0;27551;80.4;79.0;59.6;6.9;0.0;0.0
FR;2022-07-21;1283;1359;10487;89704;0;1315;54542723;53642864;40454252;4740053;0;28866;80.4;79.0;59.6;7.0;0.0;0.0
FR;2022-07-22;1396;1433;11951;91362;0;1347;54544119;53644297;40466203;4831415;0;30213;80.4;79.0;59.6;7.1;0.0;0.0
FR;2022-07-23;670;812;4852;23073;0;412;54544789;53645109;40471055;4854488;0;30625;80.4;79.0;59.6;7.2;0.0;0.0
FR;2022-07-24;183;198;1238;4128;0;72;54544972;53645307;40472293;4858616;0;30697;80.4;79.0;59.6;7.2;0.0;0.0
FR;2022-07-25;1055;1137;7833;49500;0;737;54546027;53646444;40480126;4908116;0;31434;80.4;79.1;59.6;7.2;0.0;0.0
FR;2022-07-26;1287;1311;10826;87108;0;1310;54547314;53647755;40490952;4995224;0;32744;80.4;79.1;59.7;7.4;0.0;0.0
FR;2022-07-27;1218;1329;8514;62438;0;969;54548532;53649084;40499466;5057662;0;33713;80.4;79.1;59.7;7.5;0.0;0.0
FR;2022-07-28;1088;1249;8214;65610;0;1046;54549620;53650333;40507680;5123272;0;34759;80.4;79.1;59.7;7.5;0.0;0.1
FR;2022-07-29;1281;1353;8751;67256;0;1139;54550901;53651686;40516431;5190528;0;35898;80.4;79.1;59.7;7.6;0.0;0.1
FR;2022-07-30;498;588;2970;15655;0;303;54551399;53652274;40519401;5206183;0;36201;80.4;79.1;59.7;7.7;0.0;0.1
FR;2022-07-31;151;184;788;2587;0;49;54551550;53652458;40520189;5208770;0;36250;80.4;79.1;59.7;7.7;0.0;0.1
FR;2022-08-01;836;1124;6379;31304;0;548;54552386;53653582;40526568;5240074;0;36798;80.4;79.1;59.7;7.7;0.0;0.1
FR;2022-08-02;1021;1134;6880;56785;0;1169;54553407;53654716;40533448;5296859;0;37967;80.4;79.1;59.7;7.8;0.0;0.1
FR;2022-08-03;833;883;5129;39400;0;702;54554240;53655599;40538577;5336259;0;38669;80.4;79.1;59.7;7.9;0.0;0.1
FR;2022-08-04;729;774;5294;43715;0;916;54554969;53656373;40543871;5379974;0;39585;80.4;79.1;59.7;7.9;0.0;0.1
FR;2022-08-05;849;959;5662;45598;0;993;54555818;53657332;40549533;5425572;0;40578;80.4;79.1;59.8;8.0;0.0;0.1
FR;2022-08-06;338;394;1756;9566;0;226;54556156;53657726;40551289;5435138;0;40804;80.4;79.1;59.8;8.0;0.0;0.1
FR;2022-08-07;103;112;453;1700;0;38;54556259;53657838;40551742;5436838;0;40842;80.4;79.1;59.8;8.0;0.0;0.1
FR;2022-08-08;558;734;3271;22534;0;490;54556817;53658572;40555013;5459372;0;41332;80.4;79.1;59.8;8.0;0.0;0.1
FR;2022-08-09;684;822;4794;40424;0;842;54557501;53659394;40559807;5499796;0;42174;80.4;79.1;59.8;8.1;0.0;0.1
FR;2022-08-10;629;824;3790;28379;0;650;54558130;53660218;40563597;5528175;0;42824;80.4;79.1;59.8;8.1;0.0;0.1
FR;2022-08-11;613;734;3701;29577;0;676;54558743;53660952;40567298;5557752;0;43500;80.4;79.1;59.8;8.2;0.0;0.1
FR;2022-08-12;705;824;3911;28640;0;702;54559448;53661776;40571209;5586392;0;44202;80.4;79.1;59.8;8.2;0.0;0.1
FR;2022-08-13;211;307;1116;5414;0;121;54559659;53662083;40572325;5591806;0;44323;80.4;79.1;59.8;8.2;0.0;0.1
FR;2022-08-14;70;103;245;995;0;25;54559729;53662186;40572570;5592801;0;44348;80.4;79.1;59.8;8.2;0.0;0.1
FR;2022-08-15;82;145;552;616;0;19;54559811;53662331;40573122;5593417;0;44367;80.4;79.1;59.8;8.2;0.0;0.1
FR;2022-08-16;617;813;3346;22364;0;616;54560428;53663144;40576468;5615781;0;44983;80.4;79.1;59.8;8.3;0.0;0.1
FR;2022-08-17;628;785;3290;23103;0;619;54561056;53663929;40579758;5638884;0;45602;80.4;79.1;59.8;8.3;0.0;0.1
FR;2022-08-18;611;778;3228;26514;0;673;54561667;53664707;40582986;5665398;0;46275;80.4;79.1;59.8;8.3;0.0;0.1
FR;2022-08-19;601;858;3684;27527;0;766;54562268;53665565;40586670;5692925;0;47041;80.4;79.1;59.8;8.4;0.0;0.1
FR;2022-08-20;289;388;1167;5727;0;145;54562557;53665953;40587837;5698652;0;47186;80.4;79.1;59.8;8.4;0.0;0.1
FR;2022-08-21;94;94;263;1041;0;27;54562651;53666047;40588100;5699693;0;47213;80.4;79.1;59.8;8.4;0.0;0.1
FR;2022-08-22;545;750;2794;15675;0;426;54563196;53666797;40590894;5715368;0;47639;80.4;79.1;59.8;8.4;0.0;0.1
FR;2022-08-23;711;847;3606;29075;0;870;54563907;53667644;40594500;5744443;0;48509;80.4;79.1;59.8;8.5;0.0;0.1
FR;2022-08-24;656;771;2855;19717;0;608;54564563;53668415;40597355;5764160;0;49117;80.4;79.1;59.8;8.5;0.0;0.1
FR;2022-08-25;622;720;3278;23662;0;672;54565185;53669135;40600633;5787822;0;49789;80.4;79.1;59.8;8.5;0.0;0.1
FR;2022-08-26;848;942;3664;26251;0;777;54566033;53670077;40604297;5814073;0;50566;80.4;79.1;59.8;8.6;0.0;0.1
FR;2022-08-27;292;356;1243;5526;0;194;54566325;53670433;40605540;5819599;0;50760;80.4;79.1;59.8;8.6;0.0;0.1
FR;2022-08-28;123;114;288;964;0;38;54566448;53670547;40605828;5820563;0;50798;80.4;79.1;59.8;8.6;0.0;0.1
FR;2022-08-29;617;764;2606;14948;0;432;54567065;53671311;40608434;5835511;0;51230;80.4;79.1;59.8;8.6;0.0;0.1
FR;2022-08-30;842;882;3908;28853;0;822;54567907;53672193;40612342;5864364;0;52052;80.4;79.1;59.8;8.6;0.0;0.1
FR;2022-08-31;687;728;2707;17893;0;508;54568594;53672921;40615049;5882257;0;52560;80.4;79.1;59.8;8.7;0.0;0.1
FR;2022-09-01;724;688;3813;22735;0;622;54569318;53673609;40618862;5904992;0;53182;80.4;79.1;59.9;8.7;0.0;0.1
FR;2022-09-02;865;817;4246;28900;0;914;54570183;53674426;40623108;5933892;0;54096;80.4;79.1;59.9;8.7;0.0;0.1
FR;2022-09-03;415;412;1662;6320;0;181;54570598;53674838;40624770;5940212;0;54277;80.4;79.1;59.9;8.8;0.0;0.1
FR;2022-09-04;131;85;347;942;0;24;54570729;53674923;40625117;5941154;0;54301;80.4;79.1;59.9;8.8;0.0;0.1
FR;2022-09-05;616;511;2609;16362;0;523;54571345;53675434;40627726;5957516;0;54824;80.4;79.1;59.9;8.8;0.0;0.1
FR;2022-09-06;791;643;3856;32069;0;1040;54572136;53676077;40631582;5989585;0;55864;80.4;79.1;59.9;8.8;0.0;0.1
FR;2022-09-07;641;541;2474;16964;0;572;54572777;53676618;40634056;6006549;0;56436;80.4;79.1;59.9;8.9;0.0;0.1
FR;2022-09-08;616;579;3133;24930;0;818;54573393;53677197;40637189;6031479;0;57254;80.4;79.1;59.9;8.9;0.0;0.1
FR;2022-09-09;833;647;3667;27814;0;948;54574226;53677844;40640856;6059293;0;58202;80.4;79.1;59.9;8.9;0.0;0.1
FR;2022-09-10;384;359;1530;5910;0;207;54574610;53678203;40642386;6065203;0;58409;80.4;79.1;59.9;8.9;0.0;0.1
FR;2022-09-11;122;90;303;714;0;17;54574732;53678293;40642689;6065917;0;58426;80.4;79.1;59.9;8.9;0.0;0.1
FR;2022-09-12;485;432;2286;13564;0;477;54575217;53678725;40644975;6079481;0;58903;80.4;79.1;59.9;9.0;0.0;0.1
FR;2022-09-13;608;512;3475;26359;0;873;54575825;53679237;40648450;6105840;0;59776;80.4;79.1;59.9;9.0;0.0;0.1
FR;2022-09-14;649;558;2464;16408;0;573;54576474;53679795;40650914;6122248;0;60349;80.4;79.1;59.9;9.0;0.0;0.1
FR;2022-09-15;552;520;2924;23615;0;725;54577026;53680315;40653838;6145863;0;61074;80.4;79.1;59.9;9.1;0.0;0.1
FR;2022-09-16;784;708;3473;26121;0;932;54577810;53681023;40657311;6171984;0;62006;80.4;79.1;59.9;9.1;0.0;0.1
FR;2022-09-17;384;365;1276;6235;0;242;54578194;53681388;40658587;6178219;0;62248;80.4;79.1;59.9;9.1;0.0;0.1
FR;2022-09-18;115;116;291;1015;0;36;54578309;53681504;40658878;6179234;0;62284;80.4;79.1;59.9;9.1;0.0;0.1
FR;2022-09-19;444;429;1926;13372;0;436;54578753;53681933;40660804;6192606;0;62720;80.4;79.1;59.9;9.1;0.0;0.1
FR;2022-09-20;632;612;3145;26469;0;891;54579385;53682545;40663949;6219075;0;63611;80.4;79.1;59.9;9.2;0.0;0.1
FR;2022-09-21;575;568;2351;16249;0;585;54579960;53683113;40666300;6235324;0;64196;80.4;79.1;59.9;9.2;0.0;0.1
FR;2022-09-22;580;542;2777;23797;0;772;54580540;53683655;40669077;6259121;0;64968;80.4;79.1;59.9;9.2;0.0;0.1
FR;2022-09-23;826;750;3756;28870;0;1017;54581366;53684405;40672833;6287991;0;65985;80.4;79.1;59.9;9.3;0.0;0.1
FR;2022-09-24;423;466;1411;7075;0;305;54581789;53684871;40674244;6295066;0;66290;80.4;79.1;59.9;9.3;0.0;0.1
FR;2022-09-25;98;140;306;1142;0;37;54581887;53685011;40674550;6296208;0;66327;80.4;79.1;59.9;9.3;0.0;0.1
FR;2022-09-26;435;464;2008;13605;0;431;54582322;53685475;40676558;6309813;0;66758;80.4;79.1;59.9;9.3;0.0;0.1
FR;2022-09-27;608;600;2907;26087;0;959;54582930;53686075;40679465;6335900;0;67717;80.4;79.1;59.9;9.3;0.0;0.1
FR;2022-09-28;625;620;2294;15498;0;622;54583555;53686695;40681759;6351398;0;68339;80.4;79.1;59.9;9.4;0.0;0.1
FR;2022-09-29;562;532;2625;21050;40;809;54584117;53687227;40684384;6372448;40;69148;80.4;79.1;60.0;9.4;0.0;0.1
FR;2022-09-30;767;794;3295;25803;712;1048;54584884;53688021;40687679;6398251;752;70196;80.4;79.1;60.0;9.4;0.0;0.1
FR;2022-10-01;415;456;1704;6205;396;317;54585299;53688477;40689383;6404456;1148;70513;80.4;79.1;60.0;9.4;0.0;0.1
FR;2022-10-02;56;93;213;664;66;42;54585355;53688570;40689596;6405120;1214;70555;80.4;79.1;60.0;9.4;0.0;0.1
FR;2022-10-03;462;556;2129;12206;2072;743;54585817;53689126;40691725;6417326;3286;71298;80.4;79.1;60.0;9.5;0.0;0.1
FR;2022-10-04;610;516;2762;23676;4700;1578;54586427;53689642;40694487;6441002;7986;72876;80.4;79.1;60.0;9.5;0.0;0.1
FR;2022-10-05;540;577;2143;14726;3655;1208;54586967;53690219;40696630;6455728;11641;74084;80.4;79.1;60.0;9.5;0.0;0.1
FR;2022-10-06;531;499;2506;21882;6662;1908;54587498;53690718;40699136;6477610;18303;75992;80.4;79.1;60.0;9.5;0.0;0.1
FR;2022-10-07;714;702;3466;30373;16860;3199;54588212;53691420;40702602;6507983;35163;79191;80.4;79.1;60.0;9.6;0.1;0.1
FR;2022-10-08;345;368;1408;8587;6690;1168;54588557;53691788;40704010;6516570;41853;80359;80.4;79.1;60.0;9.6;0.1;0.1
FR;2022-10-09;107;110;310;1648;1508;295;54588664;53691898;40704320;6518218;43361;80654;80.4;79.1;60.0;9.6;0.1;0.1
FR;2022-10-10;471;512;2490;20794;19461;3231;54589135;53692410;40706810;6539012;62822;83885;80.4;79.1;60.0;9.6;0.1;0.1
FR;2022-10-11;565;525;3547;40621;40117;6366;54589700;53692935;40710357;6579633;102939;90251;80.4;79.1;60.0;9.7;0.2;0.1
FR;2022-10-12;559;571;2741;26984;27245;4684;54590259;53693506;40713098;6606617;130184;94935;80.4;79.1;60.0;9.7;0.2;0.1
FR;2022-10-13;601;531;3114;38830;40536;6599;54590860;53694037;40716212;6645447;170720;101534;80.4;79.1;60.0;9.8;0.3;0.1
FR;2022-10-14;750;748;3942;48102;51086;7845;54591610;53694785;40720154;6693549;221806;109379;80.4;79.1;60.0;9.9;0.3;0.2
FR;2022-10-15;350;331;1605;11951;13076;2274;54591960;53695116;40721759;6705500;234882;111653;80.4;79.1;60.0;9.9;0.3;0.2
FR;2022-10-16;92;76;351;2005;2341;476;54592052;53695192;40722110;6707505;237223;112129;80.4;79.1;60.0;9.9;0.3;0.2
FR;2022-10-17;434;471;2464;26755;30649;5362;54592486;53695663;40724574;6734260;267872;117491;80.4;79.1;60.0;9.9;0.4;0.2
FR;2022-10-18;595;517;3741;46525;55292;11651;54593081;53696180;40728315;6780785;323164;129142;80.4;79.1;60.0;10.0;0.5;0.2
FR;2022-10-19;540;572;3050;34577;42187;9097;54593621;53696752;40731365;6815362;365351;138239;80.4;79.1;60.0;10.0;0.5;0.2
FR;2022-10-20;587;539;3675;49981;60299;12850;54594208;53697291;40735040;6865343;425650;151089;80.4;79.1;60.0;10.1;0.6;0.2
FR;2022-10-21;680;689;4488;57602;70821;14266;54594888;53697980;40739528;6922945;496471;165355;80.4;79.1;60.0;10.2;0.7;0.2
FR;2022-10-22;328;313;1313;13079;15908;3376;54595216;53698293;40740841;6936024;512379;168731;80.4;79.1;60.0;10.2;0.8;0.2
FR;2022-10-23;92;94;265;2153;2741;627;54595308;53698387;40741106;6938177;515120;169358;80.4;79.1;60.0;10.2;0.8;0.2
FR;2022-10-24;541;410;2666;27494;35368;7756;54595849;53698797;40743772;6965671;550488;177114;80.4;79.1;60.0;10.3;0.8;0.3
FR;2022-10-25;583;522;3785;49650;64993;15335;54596432;53699319;40747557;7015321;615481;192449;80.5;79.1;60.0;10.3;0.9;0.3
FR;2022-10-26;520;461;2860;32712;43493;10775;54596952;53699780;40750417;7048033;658974;203224;80.5;79.1;60.0;10.4;1.0;0.3
FR;2022-10-27;583;477;3311;41109;54153;12966;54597535;53700257;40753728;7089142;713127;216190;80.5;79.1;60.1;10.4;1.1;0.3
FR;2022-10-28;693;604;3477;44808;57871;12976;54598228;53700861;40757205;7133950;770998;229166;80.5;79.1;60.1;10.5;1.1;0.3
FR;2022-10-29;250;248;1075;9605;12483;2993;54598478;53701109;40758280;7143555;783481;232159;80.5;79.1;60.1;10.5;1.2;0.3
FR;2022-10-30;86;86;244;1623;2113;529;54598564;53701195;40758524;7145178;785594;232688;80.5;79.1;60.1;10.5;1.2;0.3
FR;2022-10-31;373;337;1609;16325;21938;5353;54598937;53701532;40760133;7161503;807532;238041;80.5;79.1;60.1;10.6;1.2;0.4
FR;2022-11-01;56;83;907;1115;1614;455;54598993;53701615;40761040;7162618;809146;238496;80.5;79.1;60.1;10.6;1.2;0.4
FR;2022-11-02;482;476;2546;25665;36238;9951;54599475;53702091;40763586;7188283;845384;248447;80.5;79.1;60.1;10.6;1.2;0.4
FR;2022-11-03;632;509;3064;40463;56383;15088;54600107;53702600;40766650;7228746;901767;263535;80.5;79.1;60.1;10.7;1.3;0.4
FR;2022-11-04;639;551;3485;44149;60326;15168;54600746;53703151;40770135;7272895;962093;278703;80.5;79.1;60.1;10.7;1.4;0.4
FR;2022-11-05;244;274;1144;9864;13372;3269;54600990;53703425;40771279;7282759;975465;281972;80.5;79.1;60.1;10.7;1.4;0.4
FR;2022-11-06;86;90;244;1602;2284;627;54601076;53703515;40771523;7284361;977749;282599;80.5;79.1;60.1;10.7;1.4;0.4
FR;2022-11-07;446;426;2149;27013;38423;10759;54601522;53703941;40773672;7311374;1016172;293358;80.5;79.1;60.1;10.8;1.5;0.4
FR;2022-11-08;580;542;3708;52570;73450;19652;54602102;53704483;40777380;7363944;1089622;313010;80.5;79.1;60.1;10.9;1.6;0.5
FR;2022-11-09;492;458;2630;32155;45853;12960;54602594;53704941;40780010;7396099;1135475;325970;80.5;79.1;60.1;10.9;1.7;0.5
FR;2022-11-10;588;585;3565;44242;62124;16972;54603182;53705526;40783575;7440341;1197599;342942;80.5;79.1;60.1;11.0;1.8;0.5
FR;2022-11-11;64;68;296;1698;2729;971;54603246;53705594;40783871;7442039;1200328;343913;80.5;79.1;60.1;11.0;1.8;0.5
FR;2022-11-12;192;218;907;7300;10237;2742;54603438;53705812;40784778;7449339;1210565;346655;80.5;79.1;60.1;11.0;1.8;0.5
FR;2022-11-13;60;57;202;1245;1951;617;54603498;53705869;40784980;7450584;1212516;347272;80.5;79.1;60.1;11.0;1.8;0.5
FR;2022-11-14;420;349;2006;24294;35656;10690;54603918;53706218;40786986;7474878;1248172;357962;80.5;79.1;60.1;11.0;1.8;0.5
FR;2022-11-15;562;501;3266;45587;66033;19155;54604480;53706719;40790252;7520465;1314205;377117;80.5;79.1;60.1;11.1;1.9;0.6
FR;2022-11-16;520;466;2488;28619;42374;12970;54605000;53707185;40792740;7549084;1356579;390087;80.5;79.1;60.1;11.1;2.0;0.6
FR;2022-11-17;534;476;2887;39459;57433;16929;54605534;53707661;40795627;7588543;1414012;407016;80.5;79.1;60.1;11.2;2.1;0.6
FR;2022-11-18;601;554;3386;45630;64916;18005;54606135;53708215;40799013;7634173;1478928;425021;80.5;79.1;60.1;11.2;2.2;0.6
FR;2022-11-19;258;246;993;9878;14114;3925;54606393;53708461;40800006;7644051;1493042;428946;80.5;79.1;60.1;11.3;2.2;0.6
FR;2022-11-20;60;60;240;1732;2638;823;54606453;53708521;40800246;7645783;1495680;429769;80.5;79.1;60.1;11.3;2.2;0.6
FR;2022-11-21;415;326;1842;21590;32269;9967;54606868;53708847;40802088;7667373;1527949;439736;80.5;79.1;60.1;11.3;2.3;0.6
FR;2022-11-22;511;388;2914;39633;58285;17493;54607379;53709235;40805002;7707006;1586234;457229;80.5;79.1;60.1;11.4;2.3;0.7
FR;2022-11-23;440;354;2198;25949;39229;12373;54607819;53709589;40807200;7732955;1625463;469602;80.5;79.1;60.1;11.4;2.4;0.7
FR;2022-11-24;488;400;2825;36967;55145;17191;54608307;53709989;40810025;7769922;1680608;486793;80.5;79.1;60.1;11.4;2.5;0.7
FR;2022-11-25;546;520;2944;40360;58512;16928;54608853;53710509;40812969;7810282;1739120;503721;80.5;79.1;60.1;11.5;2.6;0.7
FR;2022-11-26;284;242;1030;9392;13829;3905;54609137;53710751;40813999;7819674;1752949;507626;80.5;79.1;60.1;11.5;2.6;0.7
FR;2022-11-27;68;53;212;1659;2505;786;54609205;53710804;40814211;7821333;1755454;508412;80.5;79.1;60.1;11.5;2.6;0.7
FR;2022-11-28;390;327;1885;24899;37197;11487;54609595;53711131;40816096;7846232;1792651;519899;80.5;79.1;60.1;11.6;2.6;0.8
FR;2022-11-29;470;348;3124;46260;69348;21566;54610065;53711479;40819220;7892492;1861999;541465;80.5;79.1;60.1;11.6;2.7;0.8
FR;2022-11-30;485;441;2759;36966;54938;16592;54610550;53711920;40821979;7929458;1916937;558057;80.5;79.1;60.2;11.7;2.8;0.8
FR;2022-12-01;451;347;3181;51097;76929;24178;54611001;53712267;40825160;7980555;1993866;582235;80.5;79.1;60.2;11.8;2.9;0.9
FR;2022-12-02;579;448;3927;61169;89667;26303;54611580;53712715;40829087;8041724;2083533;608538;80.5;79.1;60.2;11.8;3.1;0.9
FR;2022-12-03;278;196;1435;17970;25943;7330;54611858;53712911;40830522;8059694;2109476;615868;80.5;79.1;60.2;11.9;3.1;0.9
FR;2022-12-04;86;75;381;4172;6055;1690;54611944;53712986;40830903;8063866;2115531;617558;80.5;79.1;60.2;11.9;3.1;0.9
FR;2022-12-05;386;330;2565;43398;65123;20388;54612330;53713316;40833468;8107264;2180654;637946;80.5;79.1;60.2;11.9;3.2;0.9
