fra;jour;n_dose1;n_complet;n_rappel;n_2_rappel;n_rappel_biv;n_3_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;n_cum_2_rappel;n_cum_rappel_biv;n_cum_3_rappel;couv_dose1;couv_complet;couv_rappel;couv_2_rappel;couv_rappel_biv;couv_3_rappel
FR;2021-11-07;2427;4012;5600;7;0;0;51980319;50424768;3709746;2199;0;3;76.8;74.5;5.5;0.0;0.0;0.0
FR;2021-11-08;20627;30964;134341;53;0;0;52000946;50455732;3844087;2252;0;3;76.8;74.6;5.7;0.0;0.0;0.0
FR;2021-11-09;22438;32914;172304;75;0;0;52023384;50488646;4016391;2327;0;3;76.9;74.6;5.9;0.0;0.0;0.0
FR;2021-11-10;31611;44090;198856;99;0;0;52054995;50532736;4215247;2426;0;3;76.9;74.7;6.2;0.0;0.0;0.0
FR;2021-11-11;4742;5911;13980;17;0;0;52059737;50538647;4229227;2443;0;3;76.9;74.7;6.2;0.0;0.0;0.0
FR;2021-11-12;29095;41782;197443;96;0;0;52088832;50580429;4426670;2539;0;3;77.0;74.7;6.5;0.0;0.0;0.0
FR;2021-11-13;20353;28245;86338;47;0;0;52109185;50608674;4513008;2586;0;3;77.0;74.8;6.7;0.0;0.0;0.0
FR;2021-11-14;2363;3372;7846;9;0;0;52111548;50612046;4520854;2595;0;3;77.0;74.8;6.7;0.0;0.0;0.0
FR;2021-11-15;20512;27857;171618;82;0;0;52132060;50639903;4692472;2677;0;3;77.0;74.8;6.9;0.0;0.0;0.0
FR;2021-11-16;23661;27805;215126;122;0;1;52155721;50667708;4907598;2799;0;4;77.1;74.9;7.3;0.0;0.0;0.0
FR;2021-11-17;30536;36499;212932;104;0;0;52186257;50704207;5120530;2903;0;4;77.1;74.9;7.6;0.0;0.0;0.0
FR;2021-11-18;23450;29432;205666;100;0;0;52209707;50733639;5326196;3003;0;4;77.1;75.0;7.9;0.0;0.0;0.0
FR;2021-11-19;33690;39979;262264;154;0;0;52243397;50773618;5588460;3157;0;4;77.2;75.0;8.3;0.0;0.0;0.0
FR;2021-11-20;25414;29288;109743;50;0;0;52268811;50802906;5698203;3207;0;4;77.2;75.1;8.4;0.0;0.0;0.0
FR;2021-11-21;2659;3443;10613;19;0;0;52271470;50806349;5708816;3226;0;4;77.2;75.1;8.4;0.0;0.0;0.0
FR;2021-11-22;22817;18970;194901;89;0;0;52294287;50825319;5903717;3315;0;4;77.3;75.1;8.7;0.0;0.0;0.0
FR;2021-11-23;25726;24180;247932;85;0;0;52320013;50849499;6151649;3400;0;4;77.3;75.1;9.1;0.0;0.0;0.0
FR;2021-11-24;31817;34570;243315;80;0;0;52351830;50884069;6394964;3480;0;4;77.4;75.2;9.4;0.0;0.0;0.0
FR;2021-11-25;25649;25126;277852;112;0;0;52377479;50909195;6672816;3592;0;4;77.4;75.2;9.9;0.0;0.0;0.0
FR;2021-11-26;33258;37532;414745;170;0;0;52410737;50946727;7087561;3762;0;4;77.4;75.3;10.5;0.0;0.0;0.0
FR;2021-11-27;23507;28535;236738;138;0;0;52434244;50975262;7324299;3900;0;4;77.5;75.3;10.8;0.0;0.0;0.0
FR;2021-11-28;3524;4085;63330;42;0;0;52437768;50979347;7387629;3942;0;4;77.5;75.3;10.9;0.0;0.0;0.0
FR;2021-11-29;19442;23191;371812;177;0;0;52457210;51002538;7759441;4119;0;4;77.5;75.4;11.5;0.0;0.0;0.0
FR;2021-11-30;24783;26969;500851;284;0;0;52481993;51029507;8260292;4403;0;4;77.5;75.4;12.2;0.0;0.0;0.0
FR;2021-12-01;27379;31532;511398;304;0;0;52509372;51061039;8771690;4707;0;4;77.6;75.4;13.0;0.0;0.0;0.0
FR;2021-12-02;22121;21215;574996;307;0;0;52531493;51082254;9346686;5014;0;4;77.6;75.5;13.8;0.0;0.0;0.0
FR;2021-12-03;25575;34551;651236;341;0;0;52557068;51116805;9997922;5355;0;4;77.7;75.5;14.8;0.0;0.0;0.0
FR;2021-12-04;18337;25799;369846;201;0;0;52575405;51142604;10367768;5556;0;4;77.7;75.6;15.3;0.0;0.0;0.0
FR;2021-12-05;4156;4894;107052;92;0;0;52579561;51147498;10474820;5648;0;4;77.7;75.6;15.5;0.0;0.0;0.0
FR;2021-12-06;28429;25414;540033;382;0;0;52607990;51172912;11014853;6030;0;4;77.7;75.6;16.3;0.0;0.0;0.0
FR;2021-12-07;23540;28718;706456;413;0;0;52631530;51201630;11721309;6443;0;4;77.8;75.7;17.3;0.0;0.0;0.0
FR;2021-12-08;25502;35113;647586;440;0;0;52657032;51236743;12368895;6883;0;4;77.8;75.7;18.3;0.0;0.0;0.0
FR;2021-12-09;24065;29188;726584;459;0;0;52681097;51265931;13095479;7342;0;4;77.8;75.8;19.4;0.0;0.0;0.0
FR;2021-12-10;28059;38148;806306;468;0;1;52709156;51304079;13901785;7810;0;5;77.9;75.8;20.5;0.0;0.0;0.0
FR;2021-12-11;20252;30066;480431;347;0;0;52729408;51334145;14382216;8157;0;5;77.9;75.9;21.3;0.0;0.0;0.0
FR;2021-12-12;5662;6436;159223;108;0;0;52735070;51340581;14541439;8265;0;5;77.9;75.9;21.5;0.0;0.0;0.0
FR;2021-12-13;21358;29849;649352;394;0;0;52756428;51370430;15190791;8659;0;5;78.0;75.9;22.4;0.0;0.0;0.0
FR;2021-12-14;27981;35626;847654;694;0;1;52784409;51406056;16038445;9353;0;6;78.0;76.0;23.7;0.0;0.0;0.0
FR;2021-12-15;28444;39708;769197;503;0;1;52812853;51445764;16807642;9856;0;7;78.0;76.0;24.8;0.0;0.0;0.0
FR;2021-12-16;28036;35313;844547;512;0;0;52840889;51481077;17652189;10368;0;7;78.1;76.1;26.1;0.0;0.0;0.0
FR;2021-12-17;31650;43564;892106;608;0;0;52872539;51524641;18544295;10976;0;7;78.1;76.1;27.4;0.0;0.0;0.0
FR;2021-12-18;24938;30156;522260;351;0;0;52897477;51554797;19066555;11327;0;7;78.2;76.2;28.2;0.0;0.0;0.0
FR;2021-12-19;8760;7888;191078;141;0;0;52906237;51562685;19257633;11468;0;7;78.2;76.2;28.5;0.0;0.0;0.0
FR;2021-12-20;31755;34066;658797;496;0;0;52937992;51596751;19916430;11964;0;7;78.2;76.2;29.4;0.0;0.0;0.0
FR;2021-12-21;39459;38996;759636;600;0;0;52977451;51635747;20676066;12564;0;7;78.3;76.3;30.6;0.0;0.0;0.0
FR;2021-12-22;39556;37281;642171;687;0;2;53017007;51673028;21318237;13251;0;9;78.3;76.4;31.5;0.0;0.0;0.0
FR;2021-12-23;33782;30281;494418;590;0;0;53050789;51703309;21812655;13841;0;9;78.4;76.4;32.2;0.0;0.0;0.0
FR;2021-12-24;10696;11692;126678;236;0;1;53061485;51715001;21939333;14077;0;10;78.4;76.4;32.4;0.0;0.0;0.0
FR;2021-12-25;777;2058;9029;72;0;0;53062262;51717059;21948362;14149;0;10;78.4;76.4;32.4;0.0;0.0;0.0
FR;2021-12-26;4697;4749;60144;169;0;0;53066959;51721808;22008506;14318;0;10;78.4;76.4;32.5;0.0;0.0;0.0
FR;2021-12-27;30510;33154;509215;666;0;0;53097469;51754962;22517721;14984;0;10;78.5;76.5;33.3;0.0;0.0;0.0
FR;2021-12-28;38369;35259;632295;1556;0;2;53135838;51790221;23150016;16540;0;12;78.5;76.5;34.2;0.0;0.0;0.0
FR;2021-12-29;39877;33236;561039;1742;0;1;53175715;51823457;23711055;18282;0;13;78.6;76.6;35.0;0.0;0.0;0.0
FR;2021-12-30;35924;29623;471156;1882;0;0;53211639;51853080;24182211;20164;0;13;78.6;76.6;35.7;0.0;0.0;0.0
FR;2021-12-31;12050;11307;131676;741;0;0;53223689;51864387;24313887;20905;0;13;78.6;76.6;35.9;0.0;0.0;0.0
FR;2022-01-01;1578;1798;9943;102;0;0;53225267;51866185;24323830;21007;0;13;78.4;76.4;35.8;0.0;0.0;0.0
FR;2022-01-02;6116;5110;66961;408;0;0;53231383;51871295;24390791;21415;0;13;78.4;76.4;35.9;0.0;0.0;0.0
FR;2022-01-03;38040;36976;551739;2646;0;1;53269423;51908271;24942530;24061;0;14;78.5;76.5;36.8;0.0;0.0;0.0
FR;2022-01-04;42090;40792;714403;3839;0;3;53311513;51949063;25656933;27900;0;17;78.6;76.5;37.8;0.0;0.0;0.0
FR;2022-01-05;61177;43896;634262;3427;0;2;53372690;51992959;26291195;31327;0;19;78.6;76.6;38.7;0.0;0.0;0.0
FR;2022-01-06;44294;40301;711494;4555;0;2;53416984;52033260;27002689;35882;0;21;78.7;76.7;39.8;0.1;0.0;0.0
FR;2022-01-07;50829;46942;790528;4997;0;2;53467813;52080202;27793217;40879;0;23;78.8;76.7;41.0;0.1;0.0;0.0
FR;2022-01-08;45009;35085;472890;2445;0;3;53512822;52115287;28266107;43324;0;26;78.9;76.8;41.7;0.1;0.0;0.0
FR;2022-01-09;15613;11516;145664;829;0;0;53528435;52126803;28411771;44153;0;26;78.9;76.8;41.9;0.1;0.0;0.0
FR;2022-01-10;35392;43115;522749;3720;0;1;53563827;52169918;28934520;47873;0;27;78.9;76.9;42.6;0.1;0.0;0.0
FR;2022-01-11;41932;42495;608538;5215;0;2;53605759;52212413;29543058;53088;0;29;79.0;76.9;43.5;0.1;0.0;0.0
FR;2022-01-12;60406;49567;504368;4498;0;8;53666165;52261980;30047426;57586;0;37;79.1;77.0;44.3;0.1;0.0;0.0
FR;2022-01-13;38264;40628;541045;5471;0;8;53704429;52302608;30588471;63057;0;45;79.1;77.1;45.1;0.1;0.0;0.0
FR;2022-01-14;42577;43602;629025;6466;0;2;53747006;52346210;31217496;69523;0;47;79.2;77.1;46.0;0.1;0.0;0.0
FR;2022-01-15;39421;31481;377569;3293;0;1;53786427;52377691;31595065;72816;0;48;79.3;77.2;46.6;0.1;0.0;0.0
FR;2022-01-16;11411;9034;99415;763;0;0;53797838;52386725;31694480;73579;0;48;79.3;77.2;46.7;0.1;0.0;0.0
FR;2022-01-17;24739;28122;354152;3960;0;4;53822577;52414847;32048632;77539;0;52;79.3;77.2;47.2;0.1;0.0;0.0
FR;2022-01-18;28325;32063;397566;5773;0;1;53850902;52446910;32446198;83312;0;53;79.4;77.3;47.8;0.1;0.0;0.0
FR;2022-01-19;43220;40432;311079;4387;0;5;53894122;52487342;32757277;87699;0;58;79.4;77.3;48.3;0.1;0.0;0.0
FR;2022-01-20;23664;29591;328510;5631;0;4;53917786;52516933;33085787;93330;0;62;79.5;77.4;48.8;0.1;0.0;0.0
FR;2022-01-21;28205;33142;401207;6582;0;3;53945991;52550075;33486994;99912;0;65;79.5;77.4;49.3;0.1;0.0;0.0
FR;2022-01-22;27625;27335;241776;2838;0;2;53973616;52577410;33728770;102750;0;67;79.5;77.5;49.7;0.2;0.0;0.0
FR;2022-01-23;6738;7507;55165;591;0;1;53980354;52584917;33783935;103341;0;68;79.5;77.5;49.8;0.2;0.0;0.0
FR;2022-01-24;16271;25438;239343;4099;0;3;53996625;52610355;34023278;107440;0;71;79.6;77.5;50.1;0.2;0.0;0.0
FR;2022-01-25;19029;28838;267094;6064;0;5;54015654;52639193;34290372;113504;0;76;79.6;77.6;50.5;0.2;0.0;0.0
FR;2022-01-26;28147;41364;229502;4479;0;3;54043801;52680557;34519874;117983;0;79;79.6;77.6;50.9;0.2;0.0;0.0
FR;2022-01-27;16334;26151;225999;5691;0;4;54060135;52706708;34745873;123674;0;83;79.7;77.7;51.2;0.2;0.0;0.0
FR;2022-01-28;21587;45007;321373;7412;0;4;54081722;52751715;35067246;131086;0;87;79.7;77.7;51.7;0.2;0.0;0.0
FR;2022-01-29;18419;32768;204580;3255;0;2;54100141;52784483;35271826;134341;0;89;79.7;77.8;52.0;0.2;0.0;0.0
FR;2022-01-30;4476;9141;45066;638;0;1;54104617;52793624;35316892;134979;0;90;79.7;77.8;52.0;0.2;0.0;0.0
FR;2022-01-31;11259;26165;164756;4234;0;5;54115876;52819789;35481648;139213;0;95;79.7;77.8;52.3;0.2;0.0;0.0
FR;2022-02-01;13635;27358;191377;7059;0;1;54129511;52847147;35673025;146272;0;96;79.8;77.9;52.6;0.2;0.0;0.0
FR;2022-02-02;20632;46180;190105;5978;0;10;54150143;52893327;35863130;152250;0;106;79.8;77.9;52.8;0.2;0.0;0.0
FR;2022-02-03;11511;25339;173314;6952;0;6;54161654;52918666;36036444;159202;0;112;79.8;78.0;53.1;0.2;0.0;0.0
FR;2022-02-04;14629;36394;264130;9171;0;6;54176283;52955060;36300574;168373;0;118;79.8;78.0;53.5;0.2;0.0;0.0
FR;2022-02-05;12898;31992;172316;3801;0;3;54189181;52987052;36472890;172174;0;121;79.9;78.1;53.7;0.3;0.0;0.0
FR;2022-02-06;2725;7288;33832;662;0;0;54191906;52994340;36506722;172836;0;121;79.9;78.1;53.8;0.3;0.0;0.0
FR;2022-02-07;9585;24541;176311;5294;0;6;54201491;53018881;36683033;178130;0;127;79.9;78.1;54.1;0.3;0.0;0.0
FR;2022-02-08;9801;20956;184434;7053;0;6;54211292;53039837;36867467;185183;0;133;79.9;78.2;54.3;0.3;0.0;0.0
FR;2022-02-09;14373;35349;193054;5785;0;9;54225665;53075186;37060521;190968;0;142;79.9;78.2;54.6;0.3;0.0;0.0
FR;2022-02-10;8717;18660;166712;6501;0;2;54234382;53093846;37227233;197469;0;144;79.9;78.2;54.9;0.3;0.0;0.0
FR;2022-02-11;10859;25821;243102;8322;0;3;54245241;53119667;37470335;205791;0;147;79.9;78.3;55.2;0.3;0.0;0.0
FR;2022-02-12;8404;22625;151761;3507;0;4;54253645;53142292;37622096;209298;0;151;79.9;78.3;55.4;0.3;0.0;0.0
FR;2022-02-13;1930;4409;30924;544;0;3;54255575;53146701;37653020;209842;0;154;79.9;78.3;55.5;0.3;0.0;0.0
FR;2022-02-14;6989;14661;166377;4787;0;5;54262564;53161362;37819397;214629;0;159;80.0;78.3;55.7;0.3;0.0;0.0
FR;2022-02-15;7064;15992;162571;6850;0;3;54269628;53177354;37981968;221479;0;162;80.0;78.4;56.0;0.3;0.0;0.0
FR;2022-02-16;9409;25963;146757;5725;0;6;54279037;53203317;38128725;227204;0;168;80.0;78.4;56.2;0.3;0.0;0.0
FR;2022-02-17;5578;13137;94879;5405;0;5;54284615;53216454;38223604;232609;0;173;80.0;78.4;56.3;0.3;0.0;0.0
FR;2022-02-18;6994;18750;129329;7415;0;2;54291609;53235204;38352933;240024;0;175;80.0;78.4;56.5;0.4;0.0;0.0
FR;2022-02-19;5368;15904;77338;3019;0;2;54296977;53251108;38430271;243043;0;177;80.0;78.5;56.6;0.4;0.0;0.0
FR;2022-02-20;1148;2913;13953;460;0;1;54298125;53254021;38444224;243503;0;178;80.0;78.5;56.6;0.4;0.0;0.0
FR;2022-02-21;4095;10163;67185;4059;0;2;54302220;53264184;38511409;247562;0;180;80.0;78.5;56.7;0.4;0.0;0.0
FR;2022-02-22;4460;11259;64476;5254;0;1;54306680;53275443;38575885;252816;0;181;80.0;78.5;56.8;0.4;0.0;0.0
FR;2022-02-23;6590;19626;71893;4595;0;3;54313270;53295069;38647778;257411;0;184;80.0;78.5;56.9;0.4;0.0;0.0
FR;2022-02-24;3850;9493;53244;4533;0;2;54317120;53304562;38701022;261944;0;186;80.0;78.5;57.0;0.4;0.0;0.0
FR;2022-02-25;5283;15052;80094;7334;0;7;54322403;53319614;38781116;269278;0;193;80.0;78.6;57.1;0.4;0.0;0.0
FR;2022-02-26;3990;12168;51483;3083;0;3;54326393;53331782;38832599;272361;0;196;80.1;78.6;57.2;0.4;0.0;0.0
FR;2022-02-27;880;1978;8947;529;0;0;54327273;53333760;38841546;272890;0;196;80.1;78.6;57.2;0.4;0.0;0.0
FR;2022-02-28;3123;7586;42919;3857;0;0;54330396;53341346;38884465;276747;0;196;80.1;78.6;57.3;0.4;0.0;0.0
FR;2022-03-01;3999;7631;44867;5518;0;6;54334395;53348977;38929332;282265;0;202;80.1;78.6;57.4;0.4;0.0;0.0
FR;2022-03-02;5326;12854;49071;4927;0;2;54339721;53361831;38978403;287192;0;204;80.1;78.6;57.4;0.4;0.0;0.0
FR;2022-03-03;2819;6247;30017;4048;0;2;54342540;53368078;39008420;291240;0;206;80.1;78.6;57.5;0.4;0.0;0.0
FR;2022-03-04;3223;8443;39458;6230;0;4;54345763;53376521;39047878;297470;0;210;80.1;78.7;57.5;0.4;0.0;0.0
FR;2022-03-05;3071;7125;25119;3134;0;1;54348834;53383646;39072997;300604;0;211;80.1;78.7;57.6;0.4;0.0;0.0
FR;2022-03-06;520;1022;3441;379;0;0;54349354;53384668;39076438;300983;0;211;80.1;78.7;57.6;0.4;0.0;0.0
FR;2022-03-07;2342;3846;17699;3307;0;4;54351696;53388514;39094137;304290;0;215;80.1;78.7;57.6;0.4;0.0;0.0
FR;2022-03-08;2144;4330;17918;4095;0;3;54353840;53392844;39112055;308385;0;218;80.1;78.7;57.6;0.5;0.0;0.0
FR;2022-03-09;3578;8725;21281;4037;0;4;54357418;53401569;39133336;312422;0;222;80.1;78.7;57.7;0.5;0.0;0.0
FR;2022-03-10;1822;4370;15824;3406;0;3;54359240;53405939;39149160;315828;0;225;80.1;78.7;57.7;0.5;0.0;0.0
FR;2022-03-11;2414;5436;22269;5476;0;2;54361654;53411375;39171429;321304;0;227;80.1;78.7;57.7;0.5;0.0;0.0
FR;2022-03-12;2681;5495;16516;3134;0;2;54364335;53416870;39187945;324438;0;229;80.1;78.7;57.7;0.5;0.0;0.0
FR;2022-03-13;402;599;2273;537;0;0;54364737;53417469;39190218;324975;0;229;80.1;78.7;57.7;0.5;0.0;0.0
FR;2022-03-14;1548;2808;13837;7291;0;8;54366285;53420277;39204055;332266;0;237;80.1;78.7;57.8;0.5;0.0;0.0
FR;2022-03-15;1747;4812;14608;11029;0;9;54368032;53425089;39218663;343295;0;246;80.1;78.7;57.8;0.5;0.0;0.0
FR;2022-03-16;3034;6207;18101;16293;0;8;54371066;53431296;39236764;359588;0;254;80.1;78.7;57.8;0.5;0.0;0.0
FR;2022-03-17;1453;2803;11988;13313;0;8;54372519;53434099;39248752;372901;0;262;80.1;78.7;57.8;0.5;0.0;0.0
FR;2022-03-18;2270;4097;18100;22035;0;15;54374789;53438196;39266852;394936;0;277;80.1;78.7;57.9;0.6;0.0;0.0
FR;2022-03-19;2294;4139;12417;11407;0;6;54377083;53442335;39279269;406343;0;283;80.1;78.7;57.9;0.6;0.0;0.0
FR;2022-03-20;300;526;1929;1340;0;2;54377383;53442861;39281198;407683;0;285;80.1;78.8;57.9;0.6;0.0;0.0
FR;2022-03-21;1392;2153;11943;16911;0;11;54378775;53445014;39293141;424594;0;296;80.1;78.8;57.9;0.6;0.0;0.0
FR;2022-03-22;1515;2575;12552;22841;0;5;54380290;53447589;39305693;447435;0;301;80.1;78.8;57.9;0.7;0.0;0.0
FR;2022-03-23;2683;5219;17239;25266;0;40;54382973;53452808;39322932;472701;0;341;80.1;78.8;57.9;0.7;0.0;0.0
FR;2022-03-24;1405;2246;10679;19385;0;23;54384378;53455054;39333611;492086;0;364;80.1;78.8;58.0;0.7;0.0;0.0
FR;2022-03-25;2083;3682;16908;30796;0;31;54386461;53458736;39350519;522882;0;395;80.1;78.8;58.0;0.8;0.0;0.0
FR;2022-03-26;2230;3859;11518;14400;0;26;54388691;53462595;39362037;537282;0;421;80.1;78.8;58.0;0.8;0.0;0.0
FR;2022-03-27;360;514;1942;1738;0;1;54389051;53463109;39363979;539020;0;422;80.1;78.8;58.0;0.8;0.0;0.0
FR;2022-03-28;1464;2109;10616;19068;0;16;54390515;53465218;39374595;558088;0;438;80.1;78.8;58.0;0.8;0.0;0.0
FR;2022-03-29;1454;2084;12051;29275;0;34;54391969;53467302;39386646;587363;0;472;80.1;78.8;58.0;0.9;0.0;0.0
FR;2022-03-30;2852;4687;15076;29329;0;21;54394821;53471989;39401722;616692;0;493;80.2;78.8;58.1;0.9;0.0;0.0
FR;2022-03-31;1610;2545;12314;26621;0;43;54396431;53474534;39414036;643313;0;536;80.2;78.8;58.1;0.9;0.0;0.0
FR;2022-04-01;2680;2966;18714;33486;0;60;54399111;53477500;39432750;676799;0;596;80.2;78.8;58.1;1.0;0.0;0.0
FR;2022-04-02;1530;2009;8722;11295;0;29;54400641;53479509;39441472;688094;0;625;80.2;78.8;58.1;1.0;0.0;0.0
FR;2022-04-03;290;359;1579;1381;0;2;54400931;53479868;39443051;689475;0;627;80.2;78.8;58.1;1.0;0.0;0.0
FR;2022-04-04;2544;1895;11577;20598;0;35;54403475;53481763;39454628;710073;0;662;80.2;78.8;58.1;1.0;0.0;0.0
FR;2022-04-05;2396;2036;13189;35751;0;85;54405871;53483799;39467817;745824;0;747;80.2;78.8;58.2;1.1;0.0;0.0
FR;2022-04-06;2518;3009;12805;27961;0;72;54408389;53486808;39480622;773785;0;819;80.2;78.8;58.2;1.1;0.0;0.0
FR;2022-04-07;1762;1979;12884;35130;0;76;54410151;53488787;39493506;808915;0;895;80.2;78.8;58.2;1.2;0.0;0.0
FR;2022-04-08;2162;2595;17827;46337;0;89;54412313;53491382;39511333;855252;0;984;80.2;78.8;58.2;1.3;0.0;0.0
FR;2022-04-09;1366;1900;8864;14797;0;30;54413679;53493282;39520197;870049;0;1014;80.2;78.8;58.2;1.3;0.0;0.0
FR;2022-04-10;293;537;2002;2278;0;7;54413972;53493819;39522199;872327;0;1021;80.2;78.8;58.2;1.3;0.0;0.0
FR;2022-04-11;1319;1633;11475;25170;0;74;54415291;53495452;39533674;897497;0;1095;80.2;78.8;58.3;1.3;0.0;0.0
FR;2022-04-12;1702;1954;13387;41794;0;127;54416993;53497406;39547061;939291;0;1222;80.2;78.8;58.3;1.4;0.0;0.0
FR;2022-04-13;1967;2712;13029;34067;0;96;54418960;53500118;39560090;973358;0;1318;80.2;78.8;58.3;1.4;0.0;0.0
FR;2022-04-14;1496;1886;13066;36980;0;106;54420456;53502004;39573156;1010338;0;1424;80.2;78.8;58.3;1.5;0.0;0.0
FR;2022-04-15;1862;2453;14907;37213;0;115;54422318;53504457;39588063;1047551;0;1539;80.2;78.8;58.3;1.5;0.0;0.0
FR;2022-04-16;1043;1258;6254;9426;0;40;54423361;53505715;39594317;1056977;0;1579;80.2;78.8;58.3;1.6;0.0;0.0
FR;2022-04-17;193;221;1035;1241;0;7;54423554;53505936;39595352;1058218;0;1586;80.2;78.8;58.3;1.6;0.0;0.0
FR;2022-04-18;196;338;2784;1286;0;5;54423750;53506274;39598136;1059504;0;1591;80.2;78.8;58.3;1.6;0.0;0.0
FR;2022-04-19;1536;1859;12475;30710;0;78;54425286;53508133;39610611;1090214;0;1669;80.2;78.8;58.4;1.6;0.0;0.0
FR;2022-04-20;1995;2575;12980;30066;0;96;54427281;53510708;39623591;1120280;0;1765;80.2;78.9;58.4;1.7;0.0;0.0
FR;2022-04-21;1512;1822;12616;35757;0;118;54428793;53512530;39636207;1156037;0;1883;80.2;78.9;58.4;1.7;0.0;0.0
FR;2022-04-22;1864;2387;15833;39142;0;131;54430657;53514917;39652040;1195179;0;2014;80.2;78.9;58.4;1.8;0.0;0.0
FR;2022-04-23;1144;1470;7235;11441;0;38;54431801;53516387;39659275;1206620;0;2052;80.2;78.9;58.4;1.8;0.0;0.0
FR;2022-04-24;250;320;1413;1844;0;7;54432051;53516707;39660688;1208464;0;2059;80.2;78.9;58.4;1.8;0.0;0.0
FR;2022-04-25;1306;1611;10489;22074;0;79;54433357;53518318;39671177;1230538;0;2138;80.2;78.9;58.5;1.8;0.0;0.0
FR;2022-04-26;1622;1962;13108;39386;0;181;54434979;53520280;39684285;1269924;0;2319;80.2;78.9;58.5;1.9;0.0;0.0
FR;2022-04-27;1964;2270;11592;31415;0;130;54436943;53522550;39695877;1301339;0;2449;80.2;78.9;58.5;1.9;0.0;0.0
FR;2022-04-28;1568;1847;12267;36522;0;139;54438511;53524397;39708144;1337861;0;2588;80.2;78.9;58.5;2.0;0.0;0.0
FR;2022-04-29;2007;3613;14925;38710;0;164;54440518;53528010;39723069;1376571;0;2752;80.2;78.9;58.5;2.0;0.0;0.0
FR;2022-04-30;1214;1965;6753;10603;0;44;54441732;53529975;39729822;1387174;0;2796;80.2;78.9;58.5;2.0;0.0;0.0
FR;2022-05-01;218;228;908;1138;0;6;54441950;53530203;39730730;1388312;0;2802;80.2;78.9;58.5;2.0;0.0;0.0
FR;2022-05-02;1992;2035;10983;19003;0;69;54443942;53532238;39741713;1407315;0;2871;80.2;78.9;58.6;2.1;0.0;0.0
FR;2022-05-03;1970;2123;13558;35597;0;163;54445912;53534361;39755271;1442912;0;3034;80.2;78.9;58.6;2.1;0.0;0.0
FR;2022-05-04;1909;2290;12297;26173;0;110;54447821;53536651;39767568;1469085;0;3144;80.2;78.9;58.6;2.2;0.0;0.0
FR;2022-05-05;1767;1945;12896;34238;0;178;54449588;53538596;39780464;1503323;0;3322;80.2;78.9;58.6;2.2;0.0;0.0
FR;2022-05-06;2209;2313;14853;38245;0;182;54451797;53540909;39795317;1541568;0;3504;80.2;78.9;58.6;2.3;0.0;0.0
FR;2022-05-07;1206;1254;6452;10336;0;48;54453003;53542163;39801769;1551904;0;3552;80.2;78.9;58.6;2.3;0.0;0.0
FR;2022-05-08;267;289;1233;1652;0;8;54453270;53542452;39803002;1553556;0;3560;80.2;78.9;58.7;2.3;0.0;0.0
FR;2022-05-09;1373;1406;9794;21174;0;102;54454643;53543858;39812796;1574730;0;3662;80.2;78.9;58.7;2.3;0.0;0.0
FR;2022-05-10;1773;2198;13127;40003;0;200;54456416;53546056;39825923;1614733;0;3862;80.2;78.9;58.7;2.4;0.0;0.0
FR;2022-05-11;1994;2311;10690;28420;0;149;54458410;53548367;39836613;1643153;0;4011;80.2;78.9;58.7;2.4;0.0;0.0
FR;2022-05-12;1587;1781;11044;36452;0;211;54459997;53550148;39847657;1679605;0;4222;80.2;78.9;58.7;2.5;0.0;0.0
FR;2022-05-13;1973;2056;13339;39137;0;162;54461970;53552204;39860996;1718742;0;4384;80.3;78.9;58.7;2.5;0.0;0.0
FR;2022-05-14;1148;1194;5800;11363;0;57;54463118;53553398;39866796;1730105;0;4441;80.3;78.9;58.7;2.5;0.0;0.0
FR;2022-05-15;280;297;1361;1591;0;6;54463398;53553695;39868157;1731696;0;4447;80.3;78.9;58.7;2.6;0.0;0.0
FR;2022-05-16;1194;1239;8681;21573;0;128;54464592;53554934;39876838;1753269;0;4575;80.3;78.9;58.8;2.6;0.0;0.0
FR;2022-05-17;1586;1661;11397;38707;0;180;54466178;53556595;39888235;1791976;0;4755;80.3;78.9;58.8;2.6;0.0;0.0
FR;2022-05-18;1810;1952;9660;27769;0;109;54467988;53558547;39897895;1819745;0;4864;80.3;78.9;58.8;2.7;0.0;0.0
FR;2022-05-19;1443;1624;10714;36018;0;162;54469431;53560171;39908609;1855763;0;5026;80.3;78.9;58.8;2.7;0.0;0.0
FR;2022-05-20;1873;2070;12908;40372;0;168;54471304;53562241;39921517;1896135;0;5194;80.3;78.9;58.8;2.8;0.0;0.0
FR;2022-05-21;1158;1300;5532;10533;0;45;54472462;53563541;39927049;1906668;0;5239;80.3;78.9;58.8;2.8;0.0;0.0
FR;2022-05-22;238;262;1015;1580;0;10;54472700;53563803;39928064;1908248;0;5249;80.3;78.9;58.8;2.8;0.0;0.0
FR;2022-05-23;1172;1400;8826;20997;0;86;54473872;53565203;39936890;1929245;0;5335;80.3;78.9;58.8;2.8;0.0;0.0
FR;2022-05-24;1538;1731;11228;39500;0;190;54475410;53566934;39948118;1968745;0;5525;80.3;78.9;58.9;2.9;0.0;0.0
FR;2022-05-25;1814;2070;9475;25316;0;116;54477224;53569004;39957593;1994061;0;5641;80.3;78.9;58.9;2.9;0.0;0.0
