fra;vaccin;jour;n_dose1;n_dose2;n_dose3;n_dose4;n_complet;n_rappel;n_2_rappel;n_rappel_biv;n_3_rappel;n_cum_dose1;n_cum_dose2;n_cum_dose3;n_cum_dose4;n_cum_complet;n_cum_rappel;n_cum_2_rappel;n_cum_rappel_biv;n_cum_3_rappel
FR;1;2020-12-27;616;0;0;0;55;0;0;0;0;616;0;0;0;55;0;0;0;0
FR;1;2020-12-28;704;1;0;0;43;0;0;0;0;1320;1;0;0;98;0;0;0;0
FR;1;2020-12-29;387;0;0;0;19;0;0;0;0;1707;1;0;0;117;0;0;0;0
FR;1;2020-12-30;454;0;0;0;19;0;0;0;0;2161;1;0;0;136;0;0;0;0
FR;1;2020-12-31;449;1;0;0;21;0;0;0;0;2610;2;0;0;157;0;0;0;0
FR;1;2021-01-01;1192;2;0;0;66;0;0;0;0;3802;4;0;0;223;0;0;0;0
FR;1;2021-01-02;368;4;0;0;29;0;0;0;0;4170;8;0;0;252;0;0;0;0
FR;1;2021-01-03;417;0;0;0;23;0;0;0;0;4587;8;0;0;275;0;0;0;0
FR;1;2021-01-04;2138;5;0;0;51;0;0;0;0;6725;13;0;0;326;0;0;0;0
FR;1;2021-01-05;7771;6;0;0;128;0;0;0;0;14496;19;0;0;454;0;0;0;0
FR;1;2021-01-06;12477;23;0;0;127;0;0;0;0;26973;42;0;0;581;0;0;0;0
FR;1;2021-01-07;29477;23;0;0;159;0;0;0;0;56450;65;0;0;740;0;0;0;0
FR;1;2021-01-08;37169;35;0;0;203;0;0;0;0;93619;100;0;0;943;0;0;0;0
FR;1;2021-01-09;11220;9;0;0;77;0;0;0;0;104839;109;0;0;1020;0;0;0;0
FR;1;2021-01-10;6015;8;0;0;28;0;0;0;0;110854;117;0;0;1048;0;0;0;0
FR;1;2021-01-11;39954;39;0;0;231;0;0;0;0;150808;156;0;0;1279;0;0;0;0
FR;1;2021-01-12;62159;30;0;0;298;0;0;0;0;212967;186;0;0;1577;0;0;0;0
FR;1;2021-01-13;65146;62;0;0;433;0;0;0;0;278113;248;0;0;2010;0;0;0;0
FR;1;2021-01-14;81469;258;0;0;959;0;0;0;0;359582;506;0;0;2969;0;0;0;0
FR;1;2021-01-15;68634;101;0;0;528;0;0;0;0;428216;607;0;0;3497;0;0;0;0
FR;1;2021-01-16;19903;73;0;0;172;0;0;0;0;448119;680;0;0;3669;0;0;0;0
FR;1;2021-01-17;10909;54;0;0;130;0;0;0;0;459028;734;0;0;3799;0;0;0;0
FR;1;2021-01-18;82848;176;0;0;589;0;0;0;0;541876;910;0;0;4388;0;0;0;0
FR;1;2021-01-19;125935;208;0;0;837;0;0;0;0;667811;1118;0;0;5225;0;0;0;0
FR;1;2021-01-20;132429;190;0;0;779;0;0;0;0;800240;1308;0;0;6004;0;0;0;0
FR;1;2021-01-21;153083;196;0;0;897;0;0;0;0;953323;1504;0;0;6901;0;0;0;0
FR;1;2021-01-22;115968;239;0;0;775;0;0;0;0;1069291;1743;0;0;7676;0;0;0;0
FR;1;2021-01-23;36616;81;0;0;204;0;0;0;0;1105907;1824;0;0;7880;0;0;0;0
FR;1;2021-01-24;9589;127;0;0;186;0;0;0;0;1115496;1951;0;0;8066;0;0;0;0
FR;1;2021-01-25;74441;1450;0;0;1768;0;0;0;0;1189937;3401;0;0;9834;0;0;0;0
FR;1;2021-01-26;96468;3700;1;0;4142;0;0;0;0;1286405;7101;1;0;13976;0;0;0;0
FR;1;2021-01-27;103659;6436;0;0;7120;0;0;0;0;1390064;13537;1;0;21096;0;0;0;0
FR;1;2021-01-28;120623;16390;0;0;17178;0;0;0;0;1510687;29927;1;0;38274;0;0;0;0
FR;1;2021-01-29;88902;18761;0;0;19301;0;0;0;0;1599589;48688;1;0;57575;0;0;0;0
FR;1;2021-01-30;27995;4526;0;0;4650;0;0;0;0;1627584;53214;1;0;62225;0;0;0;0
FR;1;2021-01-31;5194;1903;0;0;1941;0;0;0;0;1632778;55117;1;0;64166;0;0;0;0
FR;1;2021-02-01;49750;23004;0;0;23244;0;0;0;0;1682528;78121;1;0;87410;0;0;0;0
FR;1;2021-02-02;67838;38118;0;0;38576;0;0;0;0;1750366;116239;1;0;125986;0;0;0;0
FR;1;2021-02-03;67104;40166;0;0;40599;0;0;0;0;1817470;156405;1;0;166585;0;0;0;0
FR;1;2021-02-04;77149;55009;0;0;55579;0;0;0;0;1894619;211414;1;0;222164;0;0;0;0
FR;1;2021-02-05;63435;48166;0;0;48570;0;0;0;0;1958054;259580;1;0;270734;0;0;0;0
FR;1;2021-02-06;19428;11419;0;0;11526;0;0;0;0;1977482;270999;1;0;282260;0;0;0;0
FR;1;2021-02-07;3669;6060;0;0;6087;0;0;0;0;1981151;277059;1;0;288347;0;0;0;0
FR;1;2021-02-08;36508;48729;0;0;48979;0;0;0;0;2017659;325788;1;0;337326;0;0;0;0
FR;1;2021-02-09;50825;78348;0;0;78874;0;0;0;0;2068484;404136;1;0;416200;0;0;0;0
FR;1;2021-02-10;52080;83320;0;0;83801;0;0;0;0;2120564;487456;1;0;500001;0;0;0;0
FR;1;2021-02-11;63393;105373;0;0;106267;0;0;0;0;2183957;592829;1;0;606268;0;0;0;0
FR;1;2021-02-12;55886;75776;0;0;76459;0;0;0;0;2239843;668605;1;0;682727;0;0;0;0
FR;1;2021-02-13;15470;19294;0;0;19406;0;0;0;0;2255313;687899;1;0;702133;0;0;0;0
FR;1;2021-02-14;3747;7335;0;0;7401;0;0;0;0;2259060;695234;1;0;709534;0;0;0;0
FR;1;2021-02-15;24172;73660;0;0;73912;0;0;0;0;2283232;768894;1;0;783446;0;0;0;0
FR;1;2021-02-16;32787;95531;0;0;95930;0;0;0;0;2316019;864425;1;0;879376;0;0;0;0
FR;1;2021-02-17;35135;102286;20;0;102937;0;0;0;0;2351154;966711;21;0;982313;0;0;0;0
FR;1;2021-02-18;49463;118439;0;0;119428;0;0;0;0;2400617;1085150;21;0;1101741;0;0;0;0
FR;1;2021-02-19;45399;87757;1;0;88698;0;0;0;0;2446016;1172907;22;0;1190439;0;0;0;0
FR;1;2021-02-20;13398;27023;0;0;27199;0;0;0;0;2459414;1199930;22;0;1217638;0;0;0;0
FR;1;2021-02-21;2470;5944;0;0;6012;0;0;0;0;2461884;1205874;22;0;1223650;0;0;0;0
FR;1;2021-02-22;24725;69414;2;0;69708;0;0;0;0;2486609;1275288;24;0;1293358;0;0;0;0
FR;1;2021-02-23;37441;81518;1;0;82215;0;0;0;0;2524050;1356806;25;0;1375573;0;0;0;0
FR;1;2021-02-24;40714;79358;1;0;80056;0;0;0;0;2564764;1436164;26;0;1455629;0;0;0;0
FR;1;2021-02-25;50173;87767;1;0;88857;0;0;0;0;2614937;1523931;27;0;1544486;0;0;0;0
FR;1;2021-02-26;47233;67547;1;0;68424;0;0;0;0;2662170;1591478;28;0;1612910;0;0;0;0
FR;1;2021-02-27;15689;21351;1;0;21561;0;0;0;0;2677859;1612829;29;0;1634471;0;0;0;0
FR;1;2021-02-28;3566;4112;2;0;4185;0;0;0;0;2681425;1616941;31;0;1638656;0;0;0;0
FR;1;2021-03-01;40227;50328;1;0;51059;0;0;0;0;2721652;1667269;32;0;1689715;0;0;0;0
FR;1;2021-03-02;55993;62451;3;0;63630;0;0;0;0;2777645;1729720;35;0;1753345;0;0;0;0
FR;1;2021-03-03;61266;60497;0;0;61934;0;0;0;0;2838911;1790217;35;0;1815279;0;0;0;0
FR;1;2021-03-04;73021;68363;3;0;70574;0;0;0;0;2911932;1858580;38;0;1885853;0;0;0;0
FR;1;2021-03-05;74787;58593;3;0;60492;0;0;0;0;2986719;1917173;41;0;1946345;0;0;0;0
FR;1;2021-03-06;82472;15752;2;0;17458;0;0;0;0;3069191;1932925;43;0;1963803;0;0;0;0
FR;1;2021-03-07;63733;3941;1;0;5485;0;0;0;0;3132924;1936866;44;0;1969288;0;0;0;0
FR;1;2021-03-08;60196;41150;2;0;42436;0;0;0;0;3193120;1978016;46;0;2011724;0;0;0;0
FR;1;2021-03-09;86015;47388;1;0;49382;0;0;0;0;3279135;2025404;47;0;2061106;0;0;0;0
FR;1;2021-03-10;90947;47745;5;0;50014;0;0;0;0;3370082;2073149;52;0;2111120;0;0;0;0
FR;1;2021-03-11;105103;54587;1;0;57657;0;0;0;0;3475185;2127736;53;0;2168777;0;0;0;0
FR;1;2021-03-12;104166;44881;1;0;47879;0;0;0;0;3579351;2172617;54;0;2216656;0;0;0;0
FR;1;2021-03-13;89223;12595;1;0;14812;0;0;0;0;3668574;2185212;55;0;2231468;0;0;0;0
FR;1;2021-03-14;44462;2673;1;0;4006;0;0;0;0;3713036;2187885;56;0;2235474;0;0;0;0
FR;1;2021-03-15;95538;27961;3;0;30310;0;0;0;0;3808574;2215846;59;0;2265784;0;0;0;0
FR;1;2021-03-16;123607;34039;5;0;37585;0;0;0;0;3932181;2249885;64;0;2303369;0;0;0;0
FR;1;2021-03-17;129325;33531;4;0;37583;0;0;0;0;4061506;2283416;68;0;2340952;0;0;0;0
FR;1;2021-03-18;142918;39171;5;0;43845;0;0;0;0;4204424;2322587;73;0;2384797;0;0;0;0
FR;1;2021-03-19;136281;31996;2;0;36587;0;0;0;0;4340705;2354583;75;0;2421384;0;0;0;0
FR;1;2021-03-20;76025;9750;1;0;11967;0;0;0;0;4416730;2364333;76;0;2433351;0;0;0;0
FR;1;2021-03-21;26520;1975;1;0;2964;0;0;0;0;4443250;2366308;77;0;2436315;0;0;0;0
FR;1;2021-03-22;114782;30216;2;0;34045;0;0;0;0;4558032;2396524;79;0;2470360;0;0;0;0
FR;1;2021-03-23;143061;38015;1;0;42805;0;0;0;0;4701093;2434539;80;0;2513165;0;0;0;0
FR;1;2021-03-24;142028;38386;0;0;43252;0;0;0;0;4843121;2472925;80;0;2556417;0;0;0;0
FR;1;2021-03-25;165042;39858;4;0;46021;0;0;0;0;5008163;2512783;84;0;2602438;0;0;0;0
FR;1;2021-03-26;166423;37383;5;1;44001;0;0;0;0;5174586;2550166;89;1;2646439;0;0;0;0
FR;1;2021-03-27;110907;15476;1;0;19487;0;0;0;0;5285493;2565642;90;1;2665926;0;0;0;0
FR;1;2021-03-28;42312;4425;3;0;5980;0;0;0;0;5327805;2570067;93;1;2671906;0;0;0;0
FR;1;2021-03-29;129848;48984;4;0;53644;0;0;0;0;5457653;2619051;97;1;2725550;0;0;0;0
FR;1;2021-03-30;167758;63811;5;0;70818;0;0;0;0;5625411;2682862;102;1;2796368;0;0;0;0
FR;1;2021-03-31;170969;67981;4;0;75512;0;0;0;0;5796380;2750843;106;1;2871880;0;0;0;0
FR;1;2021-04-01;194877;84092;10;0;93591;0;0;0;0;5991257;2834935;116;1;2965471;0;0;0;0
FR;1;2021-04-02;164475;86869;7;0;94691;0;0;0;0;6155732;2921804;123;1;3060162;0;0;0;0
FR;1;2021-04-03;88261;58206;6;0;61752;0;0;0;0;6243993;2980010;129;1;3121914;0;0;0;0
FR;1;2021-04-04;33665;17726;0;0;19225;0;0;0;0;6277658;2997736;129;1;3141139;0;0;0;0
FR;1;2021-04-05;46430;9568;11;0;11445;0;0;0;0;6324088;3007304;140;1;3152584;0;0;0;0
FR;1;2021-04-06;160350;105606;17;0;112082;0;0;0;0;6484438;3112910;157;1;3264666;0;0;0;0
FR;1;2021-04-07;197038;108102;16;0;116935;0;0;0;0;6681476;3221012;173;1;3381601;0;0;0;0
FR;1;2021-04-08;222190;114332;14;0;125686;0;0;0;0;6903666;3335344;187;1;3507287;0;0;0;0
FR;1;2021-04-09;214616;108038;21;0;118932;0;0;0;0;7118282;3443382;208;1;3626219;0;0;0;0
FR;1;2021-04-10;117207;73237;14;0;78384;0;0;0;0;7235489;3516619;222;1;3704603;0;0;0;0
FR;1;2021-04-11;40903;29892;6;0;31795;0;0;0;0;7276392;3546511;228;1;3736398;0;0;0;0
FR;1;2021-04-12;168504;104582;46;0;111824;0;0;0;0;7444896;3651093;274;1;3848222;0;0;0;0
FR;1;2021-04-13;203845;127764;97;1;137107;0;0;0;0;7648741;3778857;371;2;3985329;0;0;0;0
FR;1;2021-04-14;208679;122998;208;0;133227;0;0;0;0;7857420;3901855;579;2;4118556;0;0;0;0
FR;1;2021-04-15;221739;128210;313;0;139252;0;0;0;0;8079159;4030065;892;2;4257808;0;0;0;0
FR;1;2021-04-16;206108;125764;309;0;135434;0;0;0;0;8285267;4155829;1201;2;4393242;0;0;0;0
FR;1;2021-04-17;122111;67117;103;0;72178;0;0;0;0;8407378;4222946;1304;2;4465420;0;0;0;0
FR;1;2021-04-18;35979;21007;42;0;22714;0;0;0;0;8443357;4243953;1346;2;4488134;0;0;0;0
FR;1;2021-04-19;163779;121605;432;0;129149;0;0;0;0;8607136;4365558;1778;2;4617283;0;0;0;0
FR;1;2021-04-20;189485;149782;531;0;158909;0;0;0;0;8796621;4515340;2309;2;4776192;0;0;0;0
FR;1;2021-04-21;194052;147731;760;0;157257;0;0;0;0;8990673;4663071;3069;2;4933449;0;0;0;0
FR;1;2021-04-22;209078;164567;778;0;175798;0;0;0;0;9199751;4827638;3847;2;5109247;0;0;0;0
FR;1;2021-04-23;198995;158099;671;0;169113;0;0;0;0;9398746;4985737;4518;2;5278360;0;0;0;0
FR;1;2021-04-24;126354;95880;148;0;101950;0;0;0;0;9525100;5081617;4666;2;5380310;0;0;0;0
FR;1;2021-04-25;53640;30082;46;0;32838;0;0;0;0;9578740;5111699;4712;2;5413148;0;0;0;0
FR;1;2021-04-26;181174;140305;542;0;149020;0;0;0;0;9759914;5252004;5254;2;5562168;0;0;0;0
FR;1;2021-04-27;221401;162597;901;0;173970;0;0;0;0;9981315;5414601;6155;2;5736138;0;0;0;0
FR;1;2021-04-28;238350;156190;1314;1;168876;1;0;0;0;10219665;5570791;7469;3;5905014;1;0;0;0
FR;1;2021-04-29;270344;161638;1211;0;177244;0;0;0;0;10490009;5732429;8680;3;6082258;1;0;0;0
FR;1;2021-04-30;272025;149029;1074;0;165131;0;0;0;0;10762034;5881458;9754;3;6247389;1;0;0;0
FR;1;2021-05-01;141178;40612;173;0;48640;0;0;0;0;10903212;5922070;9927;3;6296029;1;0;0;0
FR;1;2021-05-02;81561;28235;81;0;32990;0;0;0;0;10984773;5950305;10008;3;6329019;1;0;0;0
FR;1;2021-05-03;250818;142192;803;0;155890;0;0;0;0;11235591;6092497;10811;3;6484909;1;0;0;0
FR;1;2021-05-04;265933;187966;1204;0;203546;0;0;0;0;11501524;6280463;12015;3;6688455;1;0;0;0
FR;1;2021-05-05;283950;186251;1268;0;202911;0;0;0;0;11785474;6466714;13283;3;6891366;1;0;0;0
FR;1;2021-05-06;310027;184505;1502;0;204263;0;0;0;0;12095501;6651219;14785;3;7095629;1;0;0;0
FR;1;2021-05-07;284146;196742;1127;0;214566;0;0;0;0;12379647;6847961;15912;3;7310195;1;0;0;0
FR;1;2021-05-08;191683;51556;285;0;62939;0;0;0;0;12571330;6899517;16197;3;7373134;1;0;0;0
FR;1;2021-05-09;114074;34244;236;0;41416;0;0;0;0;12685404;6933761;16433;3;7414550;1;0;0;0
FR;1;2021-05-10;258236;195059;1188;0;211052;0;0;0;0;12943640;7128820;17621;3;7625602;1;0;0;0
FR;1;2021-05-11;318940;211221;1465;0;231461;0;0;0;0;13262580;7340041;19086;3;7857063;1;0;0;0
FR;1;2021-05-12;356687;186106;1401;0;208414;0;0;0;0;13619267;7526147;20487;3;8065477;1;0;0;0
FR;1;2021-05-13;283470;47327;401;0;64253;0;0;0;0;13902737;7573474;20888;3;8129730;1;0;0;0
FR;1;2021-05-14;370537;128531;995;0;151951;0;0;0;0;14273274;7702005;21883;3;8281681;1;0;0;0
FR;1;2021-05-15;298123;66204;404;0;84912;0;0;0;0;14571397;7768209;22287;3;8366593;1;0;0;0
FR;1;2021-05-16;157795;15469;158;0;26037;0;0;0;0;14729192;7783678;22445;3;8392630;1;0;0;0
FR;1;2021-05-17;318954;116199;1441;0;138166;0;0;0;0;15048146;7899877;23886;3;8530796;1;0;0;0
FR;1;2021-05-18;383373;111681;1801;0;137630;0;0;0;0;15431519;8011558;25687;3;8668426;1;0;0;0
FR;1;2021-05-19;395314;101556;2184;0;128499;0;0;0;0;15826833;8113114;27871;3;8796925;1;0;0;0
FR;1;2021-05-20;421850;95629;2049;0;125102;0;0;0;0;16248683;8208743;29920;3;8922027;1;0;0;0
FR;1;2021-05-21;399841;97409;1764;0;125814;0;0;0;0;16648524;8306152;31684;3;9047841;1;0;0;0
FR;1;2021-05-22;275711;41921;604;0;60945;0;0;0;0;16924235;8348073;32288;3;9108786;1;0;0;0
FR;1;2021-05-23;123029;10970;224;0;20574;0;0;0;0;17047264;8359043;32512;3;9129360;1;0;0;0
FR;1;2021-05-24;244026;26261;569;0;43790;0;0;0;0;17291290;8385304;33081;3;9173150;1;0;0;0
FR;1;2021-05-25;366244;131495;2115;1;158433;0;0;0;0;17657534;8516799;35196;4;9331583;1;0;0;0
FR;1;2021-05-26;380844;127455;1996;0;155790;0;0;0;0;18038378;8644254;37192;4;9487373;1;0;0;0
FR;1;2021-05-27;406187;128305;1978;0;158791;0;0;0;0;18444565;8772559;39170;4;9646164;1;0;0;0
FR;1;2021-05-28;366067;145683;1702;0;174246;0;0;0;0;18810632;8918242;40872;4;9820410;1;0;0;0
FR;1;2021-05-29;253849;81129;527;0;100329;0;0;0;0;19064481;8999371;41399;4;9920739;1;0;0;0
FR;1;2021-05-30;100983;22601;158;0;30834;0;0;0;0;19165464;9021972;41557;4;9951573;1;0;0;0
FR;1;2021-05-31;314348;149231;1286;1;172493;1;0;0;0;19479812;9171203;42843;5;10124066;2;0;0;0
FR;1;2021-06-01;361689;166429;1733;1;194136;1;0;0;0;19841501;9337632;44576;6;10318202;3;0;0;0
FR;1;2021-06-02;365424;154423;1798;0;183965;0;0;0;0;20206925;9492055;46374;6;10502167;3;0;0;0
FR;1;2021-06-03;391473;147413;1654;0;178391;0;0;0;0;20598398;9639468;48028;6;10680558;3;0;0;0
FR;1;2021-06-04;364135;175866;1496;1;205159;1;0;0;0;20962533;9815334;49524;7;10885717;4;0;0;0
FR;1;2021-06-05;258531;112817;597;0;133181;0;0;0;0;21221064;9928151;50121;7;11018898;4;0;0;0
FR;1;2021-06-06;126828;37557;216;0;48196;0;0;0;0;21347892;9965708;50337;7;11067094;4;0;0;0
FR;1;2021-06-07;301124;207782;1368;0;233062;0;0;0;0;21649016;10173490;51705;7;11300156;4;0;0;0
FR;1;2021-06-08;330891;220984;1645;0;248948;0;0;0;0;21979907;10394474;53350;7;11549104;4;0;0;0
FR;1;2021-06-09;336636;210975;1614;0;239746;0;0;0;0;22316543;10605449;54964;7;11788850;4;0;0;0
FR;1;2021-06-10;343933;199605;1614;0;229350;0;0;0;0;22660476;10805054;56578;7;12018200;4;0;0;0
FR;1;2021-06-11;311934;234690;1299;1;262599;0;0;0;0;22972410;11039744;57877;8;12280799;4;0;0;0
FR;1;2021-06-12;244097;150601;438;0;172213;0;0;0;0;23216507;11190345;58315;8;12453012;4;0;0;0
FR;1;2021-06-13;100379;61040;188;0;70701;0;0;0;0;23316886;11251385;58503;8;12523713;4;0;0;0
FR;1;2021-06-14;207868;287617;1320;1;307425;0;0;0;0;23524754;11539002;59823;9;12831138;4;0;0;0
FR;1;2021-06-15;256897;281139;1400;1;304989;0;0;0;0;23781651;11820141;61223;10;13136127;4;0;0;0
FR;1;2021-06-16;273679;270694;1263;1;296130;0;0;0;0;24055330;12090835;62486;11;13432257;4;0;0;0
FR;1;2021-06-17;268245;245044;1241;1;271112;0;0;0;0;24323575;12335879;63727;12;13703369;4;0;0;0
FR;1;2021-06-18;260621;295206;1156;1;321029;0;0;0;0;24584196;12631085;64883;13;14024398;4;0;0;0
FR;1;2021-06-19;193463;209598;388;0;228259;0;0;0;0;24777659;12840683;65271;13;14252657;4;0;0;0
FR;1;2021-06-20;69724;89037;121;0;96879;0;0;0;0;24847383;12929720;65392;13;14349536;4;0;0;0
FR;1;2021-06-21;172393;319762;934;1;338475;1;0;0;0;25019776;13249482;66326;14;14688011;5;0;0;0
FR;1;2021-06-22;185892;348044;1102;10;369110;1;0;0;0;25205668;13597526;67428;24;15057121;6;0;0;0
FR;1;2021-06-23;204232;339606;1050;0;363508;0;0;0;0;25409900;13937132;68478;24;15420629;6;0;0;0
FR;1;2021-06-24;203550;282042;1176;0;306784;0;0;0;0;25613450;14219174;69654;24;15727413;6;0;0;0
FR;1;2021-06-25;182676;371686;1200;0;395696;0;0;0;0;25796126;14590860;70854;24;16123109;6;0;0;0
FR;1;2021-06-26;131409;278587;504;0;295963;0;0;0;0;25927535;14869447;71358;24;16419072;6;0;0;0
FR;1;2021-06-27;52419;122849;146;0;130390;0;0;0;0;25979954;14992296;71504;24;16549462;6;0;0;0
FR;1;2021-06-28;136676;368217;1066;0;386818;0;0;0;0;26116630;15360513;72570;24;16936280;6;0;0;0
FR;1;2021-06-29;154911;391115;1848;0;412215;0;0;0;0;26271541;15751628;74418;24;17348495;6;0;0;0
FR;1;2021-06-30;180072;381917;1667;4;406526;2;0;0;0;26451613;16133545;76085;28;17755021;8;0;0;0
FR;1;2021-07-01;201573;332500;1890;5;360575;0;0;0;0;26653186;16466045;77975;33;18115596;8;0;0;0
FR;1;2021-07-02;193889;367267;1765;5;395474;2;0;0;0;26847075;16833312;79740;38;18511070;10;0;0;0
FR;1;2021-07-03;124484;280415;704;3;299522;1;0;0;0;26971559;17113727;80444;41;18810592;11;0;0;0
FR;1;2021-07-04;53966;113725;244;0;122135;0;0;0;0;27025525;17227452;80688;41;18932727;11;0;0;0
FR;1;2021-07-05;153974;355764;1500;8;379105;0;0;0;0;27179499;17583216;82188;49;19311832;11;0;0;0
FR;1;2021-07-06;173530;382287;1603;45;408183;8;0;0;0;27353029;17965503;83791;94;19720015;19;0;0;0
FR;1;2021-07-07;190864;362309;1659;25;390657;2;0;0;0;27543893;18327812;85450;119;20110672;21;0;0;0
FR;1;2021-07-08;201588;322945;1826;20;353600;2;0;0;0;27745481;18650757;87276;139;20464272;23;0;0;0
FR;1;2021-07-09;189992;387778;1854;3;418194;2;0;0;0;27935473;19038535;89130;142;20882466;25;0;0;0
FR;1;2021-07-10;129963;281175;818;1;302602;1;0;0;0;28065436;19319710;89948;143;21185068;26;0;0;0
FR;1;2021-07-11;57686;102524;263;0;112410;0;0;0;0;28123122;19422234;90211;143;21297478;26;0;0;0
FR;1;2021-07-12;149929;416802;1587;4;442801;0;0;0;0;28273051;19839036;91798;147;21740279;26;0;0;0
FR;1;2021-07-13;234304;438984;1808;8;476181;0;0;0;0;28507355;20278020;93606;155;22216460;26;0;0;0
FR;1;2021-07-14;171929;151311;418;0;176948;0;0;0;0;28679284;20429331;94024;155;22393408;26;0;0;0
FR;1;2021-07-15;279702;424122;1859;1;467107;0;0;0;0;28958986;20853453;95883;156;22860515;26;0;0;0
FR;1;2021-07-16;290446;400550;1711;3;445205;1;0;0;0;29249432;21254003;97594;159;23305720;27;0;0;0
FR;1;2021-07-17;217356;281973;755;1;315447;0;0;0;0;29466788;21535976;98349;160;23621167;27;0;0;0
FR;1;2021-07-18;102027;107206;288;0;123097;0;0;0;0;29568815;21643182;98637;160;23744264;27;0;0;0
FR;1;2021-07-19;238244;378367;1498;3;414423;0;0;0;0;29807059;22021549;100135;163;24158687;27;0;0;0
FR;1;2021-07-20;305773;379729;1471;0;425560;0;0;0;0;30112832;22401278;101606;163;24584247;27;0;0;0
FR;1;2021-07-21;333306;352715;1413;4;404103;1;0;0;0;30446138;22753993;103019;167;24988350;28;0;0;0
FR;1;2021-07-22;364695;318519;1502;3;374946;2;0;0;0;30810833;23072512;104521;170;25363296;30;0;0;0
FR;1;2021-07-23;349408;342751;1589;4;398302;1;0;0;0;31160241;23415263;106110;174;25761598;31;0;0;0
FR;1;2021-07-24;238967;240731;697;1;278067;0;0;0;0;31399208;23655994;106807;175;26039665;31;0;0;0
FR;1;2021-07-25;112810;76010;223;0;93709;0;0;0;0;31512018;23732004;107030;175;26133374;31;0;0;0
FR;1;2021-07-26;299148;289278;1495;2;334998;1;0;0;0;31811166;24021282;108525;177;26468372;32;0;0;0
FR;1;2021-07-27;385853;267866;1459;4;324840;1;0;0;0;32197019;24289148;109984;181;26793212;33;0;0;0
FR;1;2021-07-28;390217;250895;1463;4;307192;1;0;0;0;32587236;24540043;111447;185;27100404;34;0;0;0
FR;1;2021-07-29;406151;227584;1541;2;284296;0;0;0;0;32993387;24767627;112988;187;27384700;34;0;0;0
FR;1;2021-07-30;370758;246503;1639;4;298350;1;0;0;0;33364145;25014130;114627;191;27683050;35;0;0;0
FR;1;2021-07-31;243386;165081;794;1;199412;0;0;0;0;33607531;25179211;115421;192;27882462;35;0;0;0
FR;1;2021-08-01;105602;47205;237;0;61199;0;0;0;0;33713133;25226416;115658;192;27943661;35;0;0;0
FR;1;2021-08-02;297431;212821;1480;2;250612;0;0;0;0;34010564;25439237;117138;194;28194273;35;0;0;0
FR;1;2021-08-03;331351;208687;1557;2;250665;1;0;0;0;34341915;25647924;118695;196;28444938;36;0;0;0
FR;1;2021-08-04;328057;183818;1440;5;223979;3;0;0;0;34669972;25831742;120135;201;28668917;39;0;0;0
FR;1;2021-08-05;301293;193085;1483;0;229384;0;0;0;0;34971265;26024827;121618;201;28898301;39;0;0;0
FR;1;2021-08-06;290995;224087;1560;3;261384;0;0;0;0;35262260;26248914;123178;204;29159685;39;0;0;0
FR;1;2021-08-07;182678;158758;655;5;181675;1;0;0;0;35444938;26407672;123833;209;29341360;40;0;0;0
FR;1;2021-08-08;68894;59100;253;0;67630;0;0;0;0;35513832;26466772;124086;209;29408990;40;0;0;0
FR;1;2021-08-09;222795;235152;1445;4;263867;2;0;0;0;35736627;26701924;125531;213;29672857;42;0;0;0
FR;1;2021-08-10;252757;239844;1493;2;271689;0;0;0;0;35989384;26941768;127024;215;29944546;42;0;0;0
FR;1;2021-08-11;236251;231728;1271;5;261244;0;0;0;0;36225635;27173496;128295;220;30205790;42;0;0;0
FR;1;2021-08-12;220794;239729;1491;3;267831;0;0;0;0;36446429;27413225;129786;223;30473621;42;0;0;0
FR;1;2021-08-13;201727;238491;1360;2;264043;2;0;0;0;36648156;27651716;131146;225;30737664;44;0;0;0
FR;1;2021-08-14;122872;174037;645;0;189551;0;0;0;0;36771028;27825753;131791;225;30927215;44;0;0;0
FR;1;2021-08-15;34709;46117;201;1;50336;0;0;0;0;36805737;27871870;131992;226;30977551;44;0;0;0
FR;1;2021-08-16;156968;289329;1424;0;309911;0;0;0;0;36962705;28161199;133416;226;31287462;44;0;0;0
FR;1;2021-08-17;171620;290954;1422;5;313359;0;0;0;0;37134325;28452153;134838;231;31600821;44;0;0;0
FR;1;2021-08-18;161442;286665;1394;6;307304;3;0;0;0;37295767;28738818;136232;237;31908125;47;0;0;0
FR;1;2021-08-19;148959;277410;1405;1;297264;0;0;0;0;37444726;29016228;137637;238;32205389;47;0;0;0
FR;1;2021-08-20;140527;308920;1533;2;328162;2;0;0;0;37585253;29325148;139170;240;32533551;49;0;0;0
FR;1;2021-08-21;84281;213203;589;0;224526;0;0;0;0;37669534;29538351;139759;240;32758077;49;0;0;0
FR;1;2021-08-22;28582;82693;233;0;86699;0;0;0;0;37698116;29621044;139992;240;32844776;49;0;0;0
FR;1;2021-08-23;118670;320944;1422;2;337690;0;0;0;0;37816786;29941988;141414;242;33182466;49;0;0;0
FR;1;2021-08-24;126682;319619;1604;5;337445;0;0;0;0;37943468;30261607;143018;247;33519911;49;0;0;0
FR;1;2021-08-25;121545;306409;1783;8;323596;2;0;0;0;38065013;30568016;144801;255;33843507;51;0;0;0
FR;1;2021-08-26;106642;286059;2163;10;302363;0;0;0;0;38171655;30854075;146964;265;34145870;51;0;0;0
